MOIS,CLIENT_ID,homme,courriel,Langue_Francais,naissance,logement,profession,nb_enfant,ville,education,age,revenu,revenu_foyer
31Aug2018 0:00:00,00000000443911,1,1,0,0,1,2,0,6,1,40,71000,149000
31Mar2019 0:00:00,00000000968605,1,1,1,0,0,4,0,6,1,45,81000,217000
30Jun2018 0:00:00,00000000896362,1,0,1,0,0,3,0,6,1,56,83000,83000
30Jun2018 0:00:00,00000000651291,1,0,1,0,0,3,0,2,1,36,89000,213000
31Mar2018 0:00:00,00000000933759,0,1,1,0,0,5,2,1,3,28,77000,86000
31Mar2018 0:00:00,00000000955954,0,0,1,1,0,4,4,6,3,53,61000,120000
30Sep2018 0:00:00,00000000867487,0,0,1,0,1,3,0,5,1,76,49000,121000
30Sep2018 0:00:00,00000000941086,1,1,0,0,0,2,3,6,2,44,36000,107000
30Sep2018 0:00:00,00000000928373,0,1,0,0,1,6,4,4,2,35,95000,95000
31Mar2019 0:00:00,00000000928923,1,1,0,0,1,3,3,1,2,49,33000,300000
31Dec2018 0:00:00,00000000889372,0,0,1,0,0,1,0,6,1,63,93000,230000
30Sep2018 0:00:00,00000000961013,1,0,1,0,0,2,0,6,4,60,26000,182000
31Jan2019 0:00:00,00000000983731,1,1,0,0,0,2,0,2,2,58,85000,218000
30Nov2018 0:00:00,00000000919819,1,1,1,0,1,4,0,6,5,59,25000,40000
30Nov2018 0:00:00,00000000395628,1,0,1,0,1,1,0,2,1,73,49000,111000
31May2018 0:00:00,00000000949903,1,1,0,0,1,2,4,1,5,64,55000,153000
28Feb2019 0:00:00,00000000900522,1,1,1,1,0,6,1,1,1,61,57000,72000
28Feb2019 0:00:00,00000000741275,1,1,0,0,1,2,2,6,2,41,67000,67000
31Mar2018 0:00:00,00000000856125,0,1,1,0,0,4,5,6,4,46,39000,82000
31Jan2019 0:00:00,00000000840881,1,0,0,1,0,2,2,4,4,36,66000,144000
31Mar2018 0:00:00,00000000877824,0,1,0,0,1,2,0,1,1,45,76000,233000
30Apr2018 0:00:00,00000000827947,1,1,1,0,0,2,0,6,3,61,70000,238000
31Mar2019 0:00:00,00000000028497,0,1,0,0,1,2,5,2,1,66,22000,22000
31Oct2018 0:00:00,00000000989855,1,1,1,0,1,3,1,6,4,71,67000,67000
30Sep2018 0:00:00,00000000887016,0,0,1,0,0,1,0,6,1,45,75000,142000
31Jan2019 0:00:00,00000000957182,0,1,1,1,0,6,1,1,1,21,91000,91000
31Oct2018 0:00:00,00000000886951,1,1,0,0,0,5,0,3,1,37,58000,97000
30Nov2018 0:00:00,00000000740075,1,1,0,1,1,2,4,6,5,38,73000,73000
31May2018 0:00:00,00000000863600,1,1,1,0,0,6,0,1,2,28,71000,175000
30Nov2018 0:00:00,00000000984559,0,1,1,0,0,1,1,3,5,49,36000,257000
30Sep2018 0:00:00,00000000008654,0,1,1,0,0,2,1,6,1,64,76000,201000
31Aug2018 0:00:00,00000000906471,1,1,1,0,1,2,0,5,5,69,14000,216000
30Jun2018 0:00:00,00000000340482,1,0,1,0,0,3,0,4,4,57,35000,35000
31Dec2018 0:00:00,00000000685780,0,1,0,0,0,5,0,6,4,64,60000,107000
30Apr2018 0:00:00,00000000870723,0,1,1,0,1,3,2,6,4,26,58000,207000
31Mar2019 0:00:00,00000000495819,0,1,1,0,0,4,0,4,5,71,82000,174000
30Jun2018 0:00:00,00000000948089,1,1,1,0,0,6,0,6,2,60,75000,75000
31Mar2018 0:00:00,00000000793142,1,1,1,0,0,2,0,4,3,59,55000,55000
30Apr2018 0:00:00,00000000843883,1,1,1,0,0,3,0,2,5,31,77000,102000
30Sep2018 0:00:00,00000000592393,1,0,1,0,0,6,1,3,5,37,59000,59000
31Jan2019 0:00:00,00000000982707,1,1,1,1,0,5,3,5,1,39,43000,92000
28Feb2019 0:00:00,00000000618502,1,1,0,0,0,6,0,6,4,80,32000,129000
30Jun2018 0:00:00,00000000622767,1,0,0,1,0,2,3,2,1,64,38000,152000
30Nov2018 0:00:00,00000000679950,0,1,1,1,0,3,1,2,1,61,64000,64000
31Jul2018 0:00:00,00000000981068,1,1,0,0,1,3,2,6,4,55,58000,99000
31Oct2018 0:00:00,00000000879731,1,0,0,0,0,1,0,6,1,33,43000,87000
30Apr2018 0:00:00,00000000890889,0,1,1,0,0,2,0,2,1,28,97000,97000
31Jul2018 0:00:00,00000000984697,0,1,1,0,0,3,0,3,5,38,46000,46000
31Jan2019 0:00:00,00000000934443,1,1,1,1,0,4,2,5,1,28,80000,96000
31Dec2018 0:00:00,00000000513694,0,1,1,0,0,2,1,5,4,32,53000,176000
31Oct2018 0:00:00,00000000896321,0,1,0,1,0,5,1,6,4,50,53000,152000
31May2018 0:00:00,00000000979693,0,0,1,0,1,6,1,5,1,32,54000,62000
28Feb2019 0:00:00,00000000888075,1,0,1,1,0,2,3,2,1,53,89000,201000
31Mar2018 0:00:00,00000000557352,0,1,0,0,0,2,0,6,3,72,61000,102000
30Nov2018 0:00:00,00000000891776,0,1,1,0,0,2,0,6,5,65,74000,186000
31Jan2019 0:00:00,00000000320394,1,1,0,0,0,2,0,6,5,20,68000,68000
31Jul2018 0:00:00,00000000893684,1,1,1,0,0,2,0,1,5,71,77000,77000
31Oct2018 0:00:00,00000000081916,1,0,0,0,0,1,0,6,1,58,62000,62000
30Nov2018 0:00:00,00000000989780,0,0,0,0,0,2,1,5,2,79,60000,115000
31Jan2019 0:00:00,00000000891955,0,1,1,0,1,1,0,6,5,49,73000,78000
31Mar2019 0:00:00,00000000641754,1,1,1,1,1,2,3,1,3,48,61000,61000
31Mar2019 0:00:00,00000000014410,0,1,1,0,1,1,0,3,4,53,77000,224000
31Jul2018 0:00:00,00000000804691,0,0,1,0,1,3,0,2,2,72,109000,109000
30Apr2018 0:00:00,00000000712137,1,1,1,0,0,3,0,6,5,23,65000,128000
31Jul2018 0:00:00,00000000778796,1,1,0,0,0,4,0,5,3,57,57000,232000
30Nov2018 0:00:00,00000000753257,1,1,0,0,1,1,4,1,4,75,58000,187000
31Aug2018 0:00:00,00000000988090,0,1,0,0,1,1,0,1,2,28,80000,146000
31Oct2018 0:00:00,00000000937584,0,0,0,0,0,1,0,1,2,42,62000,147000
31Jan2019 0:00:00,00000000713561,1,1,1,0,0,2,0,3,1,53,86000,153000
31Dec2018 0:00:00,00000000898738,1,0,1,0,0,3,1,1,5,59,75000,207000
30Jun2018 0:00:00,00000000512027,1,0,1,0,1,3,0,4,4,85,50000,50000
31Jul2018 0:00:00,00000000647832,1,1,1,0,0,4,4,1,1,51,79000,223000
31Aug2018 0:00:00,00000000903081,1,1,1,1,1,1,3,5,4,31,61000,245000
30Nov2018 0:00:00,00000000994807,0,0,0,0,0,5,0,6,5,50,85000,93000
31Aug2018 0:00:00,00000000640887,1,1,1,0,1,6,0,6,5,46,66000,66000
31Mar2019 0:00:00,00000000419242,1,1,0,1,0,4,1,6,2,69,91000,92000
31Mar2018 0:00:00,00000000950346,1,1,0,0,0,3,0,6,1,51,70000,166000
30Nov2018 0:00:00,00000000919131,0,0,1,0,0,6,0,5,2,47,42000,143000
30Sep2018 0:00:00,00000000012216,1,1,1,1,1,6,4,3,1,66,72000,140000
31Oct2018 0:00:00,00000000992816,1,1,1,1,0,2,3,1,3,41,73000,73000
31May2018 0:00:00,00000000009740,1,1,1,1,0,5,4,5,5,36,96000,141000
31Mar2018 0:00:00,00000000936243,1,0,1,1,0,1,4,6,5,73,74000,130000
30Sep2018 0:00:00,00000000705152,1,1,1,0,0,2,2,5,5,53,57000,117000
30Nov2018 0:00:00,00000000700134,0,1,0,1,0,2,1,1,5,63,76000,96000
31May2018 0:00:00,00000000355966,1,1,0,0,0,6,4,6,1,40,71000,93000
28Feb2019 0:00:00,00000000912587,1,0,0,0,0,3,0,6,3,51,65000,275000
31Jul2018 0:00:00,00000000788027,0,1,1,0,0,2,0,1,1,59,44000,128000
31Jul2018 0:00:00,00000000532423,0,1,1,0,0,2,0,6,2,37,73000,73000
31Oct2018 0:00:00,00000000855519,1,1,1,0,0,3,0,4,5,32,13000,119000
30Sep2018 0:00:00,00000000930835,0,1,1,1,0,6,5,1,3,31,63000,156000
30Sep2018 0:00:00,00000000011014,0,1,0,0,0,1,0,4,4,49,60000,206000
31Oct2018 0:00:00,00000000376838,0,1,1,0,0,2,0,4,4,50,29000,106000
30Jun2018 0:00:00,00000000883518,1,0,0,1,1,2,4,5,2,50,50000,132000
31Oct2018 0:00:00,00000000542708,0,0,1,1,0,2,5,4,3,40,68000,73000
31Dec2018 0:00:00,00000000826097,1,1,1,0,0,2,0,4,1,999,67000,138000
30Apr2018 0:00:00,00000000547092,1,1,1,0,1,4,4,6,4,999,92000,92000
31Aug2018 0:00:00,00000000993301,0,1,1,0,0,2,0,3,4,57,54000,225000
31Jan2019 0:00:00,00000000730090,0,1,0,0,0,1,0,2,1,51,46000,222000
31May2018 0:00:00,00000000915916,0,1,0,0,0,2,1,5,4,52,85000,195000
30Apr2018 0:00:00,00000000076051,1,1,1,0,0,5,0,2,4,29,72000,116000
31May2018 0:00:00,00000000732903,0,1,1,0,0,4,0,6,5,58,26000,193000
31Aug2018 0:00:00,00000000407378,0,1,0,0,0,1,0,5,2,43,69000,74000
28Feb2019 0:00:00,00000000109607,1,1,1,0,0,6,3,6,3,78,62000,72000
30Nov2018 0:00:00,00000000732662,1,1,0,0,0,2,4,5,5,65,61000,82000
31Oct2018 0:00:00,00000000909796,0,0,0,0,0,4,1,5,3,69,98000,235000
31Jan2019 0:00:00,00000000791696,1,1,0,0,0,4,0,6,3,55,58000,103000
31Dec2018 0:00:00,00000000971234,1,1,0,0,1,5,0,6,4,49,74000,106000
30Jun2018 0:00:00,00000000948838,0,1,1,1,1,3,2,6,2,62,67000,297000
31Mar2019 0:00:00,00000000736594,0,1,0,1,0,3,1,5,1,65,53000,140000
31Aug2018 0:00:00,00000000731352,1,1,1,0,0,3,0,5,2,69,28000,46000
31May2018 0:00:00,00000000530377,0,1,1,0,0,5,0,3,4,60,74000,117000
28Feb2019 0:00:00,00000000806758,1,1,1,0,0,3,0,6,2,30,45000,45000
31May2018 0:00:00,00000000735822,1,1,1,0,0,6,1,6,1,42,69000,108000
30Apr2018 0:00:00,00000000885759,0,0,1,0,0,5,0,3,3,52,100000,100000
30Jun2018 0:00:00,00000000865373,1,1,0,0,1,2,0,6,3,30,59000,82000
31Jan2019 0:00:00,00000000913756,1,1,0,0,0,2,0,3,5,69,75000,147000
30Jun2018 0:00:00,00000000238750,1,0,1,0,0,2,0,3,5,47,46000,140000
30Apr2018 0:00:00,00000000352102,0,0,0,0,0,1,0,5,1,72,94000,250000
31Oct2018 0:00:00,00000000973700,0,1,1,0,1,2,0,2,5,44,71000,74000
31Dec2018 0:00:00,00000000926035,0,1,1,0,0,4,0,2,1,34,38000,93000
30Nov2018 0:00:00,00000000545672,1,1,1,0,0,2,3,5,5,74,71000,126000
31Jan2019 0:00:00,00000000706973,0,1,0,0,0,4,0,6,2,45,70000,82000
31Mar2018 0:00:00,00000000923546,1,1,1,1,0,2,1,3,3,57,66000,177000
30Sep2018 0:00:00,00000000821635,0,0,1,1,0,2,3,5,1,56,54000,55000
31May2018 0:00:00,00000000948868,0,1,1,0,0,6,0,6,1,53,38000,120000
28Feb2019 0:00:00,00000000907230,0,0,0,1,0,6,3,6,1,66,62000,82000
30Jun2018 0:00:00,00000000830245,0,1,0,0,0,3,3,2,1,60,73000,73000
30Jun2018 0:00:00,00000000856140,1,1,1,0,0,2,0,1,2,88,55000,193000
30Sep2018 0:00:00,00000000408429,1,1,1,0,0,1,0,6,4,80,71000,207000
31Aug2018 0:00:00,00000000633295,1,1,1,1,0,2,1,4,2,30,43000,111000
31Oct2018 0:00:00,00000000694978,0,1,1,0,0,5,0,6,5,80,23000,98000
31May2018 0:00:00,00000000053113,1,1,1,0,1,3,3,2,1,46,58000,66000
28Feb2019 0:00:00,00000000911791,1,1,1,1,0,1,3,3,5,37,36000,36000
31Oct2018 0:00:00,00000000837610,1,1,1,0,0,3,0,1,5,56,41000,201000
31Aug2018 0:00:00,00000000159937,0,1,0,0,0,1,0,5,1,76,65000,180000
30Apr2018 0:00:00,00000000975284,1,1,0,0,0,3,0,6,2,31,42000,178000
31Jul2018 0:00:00,00000000836624,0,0,0,0,0,4,0,1,5,63,115000,126000
30Sep2018 0:00:00,00000000913309,1,1,1,0,1,2,0,1,4,62,70000,70000
31Aug2018 0:00:00,00000000314641,1,1,1,0,0,1,0,5,1,34,69000,94000
30Sep2018 0:00:00,00000000881993,1,1,0,0,0,3,0,3,3,30,56000,56000
31Jan2019 0:00:00,00000000884980,1,1,0,0,0,4,0,6,5,50,20000,20000
31Mar2018 0:00:00,00000000889275,1,1,1,1,1,2,2,5,4,29,24000,136000
30Nov2018 0:00:00,00000000981891,0,1,1,0,0,6,0,4,1,44,71000,99000
30Apr2018 0:00:00,00000000795628,1,0,0,0,0,1,0,6,4,42,81000,81000
31Mar2018 0:00:00,00000000983295,1,1,0,0,0,1,0,6,5,30,51000,51000
30Jun2018 0:00:00,00000000939135,1,1,1,0,0,4,0,5,1,67,46000,257000
31Dec2018 0:00:00,00000000778272,1,0,1,1,0,1,4,3,1,44,62000,213000
31Mar2018 0:00:00,00000000489355,1,1,0,0,0,2,4,5,5,40,75000,99000
31Oct2018 0:00:00,00000000990458,0,1,1,0,0,3,0,2,5,66,79000,79000
31Dec2018 0:00:00,00000000974078,0,1,0,0,0,3,1,6,5,79,71000,71000
30Nov2018 0:00:00,00000000682773,0,0,1,0,0,3,6,1,1,56,108000,276000
30Sep2018 0:00:00,00000000970314,0,0,1,1,0,1,4,6,4,54,82000,82000
31Jan2019 0:00:00,00000000584551,0,0,1,1,0,1,1,3,5,39,44000,99000
31Mar2018 0:00:00,00000000980318,0,1,1,0,0,6,0,2,2,65,61000,61000
31Aug2018 0:00:00,00000000013475,1,1,0,0,0,2,0,3,1,47,80000,82000
31May2018 0:00:00,00000000941935,1,1,1,0,0,4,0,6,4,63,67000,141000
31Mar2018 0:00:00,00000000891778,1,0,1,0,0,6,0,1,1,48,82000,82000
30Nov2018 0:00:00,00000000968102,0,1,1,0,1,3,0,4,4,55,68000,150000
30Sep2018 0:00:00,00000000950292,1,0,1,0,1,2,0,6,4,60,30000,139000
31Jul2018 0:00:00,00000000907014,0,1,1,0,0,2,2,6,1,60,66000,192000
31Mar2019 0:00:00,00000000670180,1,1,1,0,0,2,0,3,2,69,63000,141000
31Aug2018 0:00:00,00000000777803,1,0,1,0,1,4,0,5,1,56,74000,74000
31Jan2019 0:00:00,00000000798575,1,0,1,0,0,3,0,6,3,77,41000,41000
30Nov2018 0:00:00,00000000237485,0,1,0,0,0,2,0,4,1,56,66000,85000
31Jan2019 0:00:00,00000000533816,1,1,0,0,1,1,0,1,5,90,20000,20000
31Jul2018 0:00:00,00000000889727,0,1,0,0,0,2,0,4,1,28,89000,240000
31Mar2019 0:00:00,00000000982289,1,1,1,0,0,2,0,3,5,45,84000,84000
31Oct2018 0:00:00,00000000666379,0,1,0,1,0,1,2,5,1,23,59000,142000
31Jan2019 0:00:00,00000000839722,0,0,0,0,0,2,0,6,1,53,85000,85000
28Feb2019 0:00:00,00000000959668,1,0,0,0,0,2,0,1,1,44,51000,51000
31Mar2018 0:00:00,00000000894356,0,1,0,0,1,6,0,6,1,101,71000,71000
31Oct2018 0:00:00,00000000944232,1,1,0,1,1,2,3,6,4,76,49000,146000
31Jan2019 0:00:00,00000000977063,1,1,0,0,0,6,0,1,4,37,87000,106000
31Aug2018 0:00:00,00000000742760,0,1,1,0,0,1,2,6,5,26,96000,192000
31May2018 0:00:00,00000000482213,1,1,1,1,0,4,2,1,3,38,51000,51000
28Feb2019 0:00:00,00000000744695,0,1,1,0,0,6,0,5,3,30,68000,107000
30Jun2018 0:00:00,00000000976033,1,1,1,0,1,2,0,6,5,44,39000,51000
30Apr2018 0:00:00,00000000750030,1,1,0,0,1,4,0,2,4,45,40000,231000
31May2018 0:00:00,00000000025535,0,1,0,1,0,2,4,6,2,45,42000,42000
31Dec2018 0:00:00,00000000509249,1,0,0,1,0,3,3,4,1,74,55000,205000
31Oct2018 0:00:00,00000000014496,0,1,1,0,0,1,0,5,3,51,76000,315000
28Feb2019 0:00:00,00000000864801,1,1,1,0,0,6,0,6,1,43,69000,134000
31Dec2018 0:00:00,00000000390372,0,1,1,0,0,6,3,6,4,62,45000,183000
28Feb2019 0:00:00,00000000881987,1,1,1,0,0,2,0,2,3,76,86000,195000
31May2018 0:00:00,00000000988625,1,1,0,0,0,6,0,1,1,28,36000,72000
31Aug2018 0:00:00,00000000124484,1,1,0,1,0,3,1,6,2,44,67000,111000
30Nov2018 0:00:00,00000000987748,1,1,1,0,1,1,0,5,2,35,72000,122000
31May2018 0:00:00,00000000975909,1,0,1,0,0,3,4,4,1,65,92000,251000
31May2018 0:00:00,00000000980944,0,1,1,0,0,3,3,6,4,59,71000,207000
31Mar2019 0:00:00,00000000698672,1,0,0,1,0,2,1,2,3,35,52000,161000
31Aug2018 0:00:00,00000000758023,0,1,1,0,1,2,0,6,5,39,35000,35000
30Jun2018 0:00:00,00000000950064,0,1,1,0,0,1,4,5,5,85,63000,176000
31Mar2018 0:00:00,00000000948392,0,1,1,1,0,1,1,6,1,43,108000,271000
31Oct2018 0:00:00,00000000883266,0,1,1,1,1,2,2,5,4,31,60000,167000
30Nov2018 0:00:00,00000000859788,0,1,0,0,0,3,0,1,1,39,69000,94000
31May2018 0:00:00,00000000859155,1,1,0,1,0,1,5,4,3,54,84000,378000
31May2018 0:00:00,00000000405364,0,1,1,1,1,2,1,5,1,41,53000,53000
31Jul2018 0:00:00,00000000775642,1,1,0,0,0,2,0,1,3,55,36000,137000
31Jul2018 0:00:00,00000000015773,0,1,1,0,0,1,4,6,4,40,76000,76000
31Jul2018 0:00:00,00000000829536,0,0,0,0,0,3,2,4,1,39,61000,129000
30Apr2018 0:00:00,00000000751874,1,1,0,1,1,3,1,4,1,70,47000,48000
31Mar2018 0:00:00,00000000664749,1,1,1,0,0,2,0,2,1,74,71000,71000
30Apr2018 0:00:00,00000000068668,0,0,1,0,0,3,0,5,1,60,54000,169000
31Aug2018 0:00:00,00000000953665,0,1,0,0,0,3,4,6,1,39,47000,59000
28Feb2019 0:00:00,00000000365690,1,1,1,1,0,5,2,4,5,76,27000,93000
31Mar2019 0:00:00,00000000819630,1,1,0,0,0,3,0,6,4,67,60000,166000
31Dec2018 0:00:00,00000000866609,0,0,1,0,0,6,0,6,2,52,43000,89000
30Nov2018 0:00:00,00000000789735,1,0,0,1,1,4,1,6,1,66,65000,142000
28Feb2019 0:00:00,00000000987763,1,0,1,0,0,3,0,6,1,49,45000,130000
31Dec2018 0:00:00,00000000576358,1,1,1,0,0,3,0,6,1,43,71000,84000
31Mar2019 0:00:00,00000000973262,1,1,1,0,0,3,0,6,4,72,40000,40000
31Jul2018 0:00:00,00000000929145,1,1,0,0,0,1,0,4,1,48,51000,351000
31May2018 0:00:00,00000000880238,1,0,0,0,0,3,0,1,1,49,71000,112000
31Mar2018 0:00:00,00000000969263,0,0,1,0,0,1,3,5,5,74,54000,218000
31Oct2018 0:00:00,00000000947909,0,0,1,0,0,2,2,4,1,30,85000,274000
30Sep2018 0:00:00,00000000886210,1,1,1,0,0,1,0,5,2,70,51000,115000
31May2018 0:00:00,00000000988680,1,0,0,1,1,1,3,5,4,37,81000,189000
31Jan2019 0:00:00,00000000971777,1,0,1,0,0,2,0,4,4,44,39000,175000
30Nov2018 0:00:00,00000000419225,1,0,1,1,1,5,1,1,2,70,65000,202000
30Jun2018 0:00:00,00000000710154,0,1,0,0,0,3,4,3,1,35,89000,121000
30Nov2018 0:00:00,00000000968485,1,1,1,0,1,3,0,4,5,61,40000,162000
31Aug2018 0:00:00,00000000748861,0,0,1,0,0,5,2,4,4,999,42000,241000
31Mar2018 0:00:00,00000000686641,1,1,0,0,0,2,0,6,2,50,46000,58000
31Jan2019 0:00:00,00000000990599,0,1,1,0,0,6,0,6,3,32,46000,46000
30Sep2018 0:00:00,00000000776667,0,1,1,0,1,6,0,5,1,46,37000,250000
31Dec2018 0:00:00,00000000935809,1,0,1,0,1,6,0,4,1,58,52000,220000
30Sep2018 0:00:00,00000000854114,1,1,1,0,1,3,0,2,1,34,53000,229000
31Oct2018 0:00:00,00000000665295,0,1,0,0,1,1,0,6,1,63,75000,75000
31Mar2019 0:00:00,00000000975348,1,1,1,0,0,5,3,4,1,50,50000,124000
31Jul2018 0:00:00,00000000731160,0,1,0,0,0,2,0,6,3,41,42000,84000
30Jun2018 0:00:00,00000000368739,1,0,1,0,0,4,0,5,1,25,36000,77000
31Jul2018 0:00:00,00000000940584,1,1,0,0,0,2,0,5,2,77,47000,47000
31Mar2018 0:00:00,00000000988733,1,1,1,0,1,1,0,1,3,71,44000,194000
31Mar2019 0:00:00,00000000987786,1,1,1,0,1,5,0,4,1,66,72000,72000
30Sep2018 0:00:00,00000000991793,0,0,1,1,0,1,4,3,2,37,78000,218000
31Oct2018 0:00:00,00000000836206,0,1,1,0,0,2,2,6,2,69,29000,193000
30Nov2018 0:00:00,00000000854208,1,1,1,1,1,3,1,1,1,44,46000,222000
31Dec2018 0:00:00,00000000871485,1,1,1,0,1,6,0,6,1,24,57000,196000
31Mar2019 0:00:00,00000000095358,1,1,0,0,0,5,0,1,4,42,59000,122000
30Nov2018 0:00:00,00000000041165,1,1,1,0,1,6,0,4,4,999,63000,101000
31Mar2018 0:00:00,00000000886686,0,0,1,0,1,6,0,5,1,46,57000,63000
30Apr2018 0:00:00,00000000947111,0,1,1,1,0,3,4,5,4,45,74000,74000
31Jan2019 0:00:00,00000000486194,0,0,1,1,0,6,1,1,1,68,55000,185000
31Mar2018 0:00:00,00000000918030,1,1,1,1,0,4,1,6,4,63,50000,50000
31Jul2018 0:00:00,00000000521220,0,1,0,0,0,3,0,6,1,77,67000,316000
31Aug2018 0:00:00,00000000727226,0,0,1,0,0,2,0,1,1,60,91000,116000
30Sep2018 0:00:00,00000000688373,1,0,0,1,0,2,2,6,1,62,42000,92000
31Oct2018 0:00:00,00000000991056,0,1,0,0,0,6,0,6,5,45,25000,193000
30Sep2018 0:00:00,00000000890473,1,1,1,0,1,3,2,5,1,38,71000,172000
31Aug2018 0:00:00,00000000919797,0,0,0,0,1,1,3,4,1,41,77000,77000
30Sep2018 0:00:00,00000000433467,1,1,0,0,0,2,0,4,1,54,74000,158000
31May2018 0:00:00,00000000139992,1,1,1,0,0,2,0,5,3,45,75000,385000
30Sep2018 0:00:00,00000000602938,0,1,1,1,0,2,2,1,1,28,73000,150000
30Sep2018 0:00:00,00000000922141,1,0,1,1,0,2,2,1,1,28,35000,145000
31Oct2018 0:00:00,00000000838887,1,1,0,0,1,6,0,5,5,33,59000,142000
30Sep2018 0:00:00,00000000901690,1,1,1,0,0,3,0,4,4,69,60000,136000
30Nov2018 0:00:00,00000000974462,0,0,1,0,0,4,2,5,1,51,47000,57000
30Nov2018 0:00:00,00000000470414,0,1,1,0,1,2,2,6,2,43,90000,100000
30Nov2018 0:00:00,00000000918285,0,1,0,0,1,2,0,5,1,74,41000,192000
30Nov2018 0:00:00,00000000779705,1,0,0,0,1,3,0,2,1,20,59000,116000
30Apr2018 0:00:00,00000000708078,1,1,1,0,1,1,0,5,1,37,75000,114000
30Nov2018 0:00:00,00000000981635,0,1,1,0,0,1,1,6,1,50,86000,86000
30Nov2018 0:00:00,00000000765920,1,1,1,0,0,1,0,6,3,88,22000,133000
30Apr2018 0:00:00,00000000867433,1,0,0,0,0,1,0,6,3,63,39000,82000
30Apr2018 0:00:00,00000000904146,1,1,0,0,1,1,0,1,1,29,81000,132000
31Jul2018 0:00:00,00000000861541,1,0,1,0,0,3,0,6,5,46,90000,169000
31Jan2019 0:00:00,00000000789173,1,0,1,0,0,1,0,4,5,55,54000,201000
31Dec2018 0:00:00,00000000674737,0,1,0,1,0,3,2,6,1,82,80000,116000
31Mar2019 0:00:00,00000000927245,0,1,1,0,0,3,0,2,3,26,71000,71000
31Jan2019 0:00:00,00000000065634,1,1,0,0,0,3,2,6,5,86,70000,71000
31Mar2019 0:00:00,00000000844762,1,0,1,0,1,3,0,6,1,19,30000,178000
30Jun2018 0:00:00,00000000938717,0,1,0,1,0,3,2,6,2,22,43000,174000
31Aug2018 0:00:00,00000000943067,1,1,1,1,0,2,2,4,3,69,45000,45000
30Jun2018 0:00:00,00000000926563,0,1,1,0,0,1,0,6,4,46,86000,116000
30Nov2018 0:00:00,00000000023229,1,1,0,0,0,1,1,5,1,25,52000,88000
31Jan2019 0:00:00,00000000820963,0,0,1,0,1,2,0,6,1,63,60000,81000
31Aug2018 0:00:00,00000000715991,0,1,1,0,0,1,4,5,4,52,40000,157000
31Oct2018 0:00:00,00000000037115,1,1,0,0,0,1,0,4,1,90,59000,194000
31May2018 0:00:00,00000000873365,1,1,1,1,1,3,2,6,4,36,92000,92000
31Oct2018 0:00:00,00000000672468,1,1,0,1,0,3,2,6,2,61,74000,74000
31Jan2019 0:00:00,00000000925649,1,1,0,0,0,1,1,6,4,40,87000,87000
30Sep2018 0:00:00,00000000964486,0,1,1,0,0,3,1,6,2,58,84000,200000
30Sep2018 0:00:00,00000000978343,1,0,1,0,1,2,2,3,5,28,51000,51000
30Apr2018 0:00:00,00000000942142,1,1,0,0,0,2,0,5,4,29,65000,144000
31Jul2018 0:00:00,00000000898348,1,0,1,0,1,6,0,4,1,47,36000,94000
31Mar2019 0:00:00,00000000145188,0,0,1,1,0,4,3,5,1,35,97000,97000
31Mar2018 0:00:00,00000000921506,1,1,0,0,0,2,0,1,4,40,76000,200000
30Apr2018 0:00:00,00000000307673,1,1,1,0,0,5,3,4,5,55,47000,59000
30Jun2018 0:00:00,00000000906585,0,1,0,0,0,1,0,6,4,38,35000,157000
30Sep2018 0:00:00,00000000965826,0,1,0,0,0,1,2,6,3,999,19000,93000
31Mar2019 0:00:00,00000000948711,1,1,1,0,0,6,3,2,3,67,47000,122000
30Apr2018 0:00:00,00000000983749,1,1,1,0,0,2,0,4,1,42,95000,95000
31Oct2018 0:00:00,00000000992199,1,1,1,0,0,2,0,1,2,54,85000,100000
31Jul2018 0:00:00,00000000992709,1,1,0,0,0,2,0,5,1,42,79000,79000
31Jan2019 0:00:00,00000000576590,1,0,0,0,1,1,0,6,1,55,69000,196000
31Mar2018 0:00:00,00000000936629,1,1,1,0,0,1,1,5,3,61,34000,141000
30Jun2018 0:00:00,00000000082190,1,1,0,1,1,3,3,5,2,52,52000,181000
30Sep2018 0:00:00,00000000882292,0,0,0,1,0,5,1,6,1,59,36000,206000
30Nov2018 0:00:00,00000000920269,0,1,0,0,0,4,0,4,2,24,85000,139000
31Oct2018 0:00:00,00000000969338,0,1,1,0,1,1,0,5,4,23,40000,75000
30Nov2018 0:00:00,00000000512215,1,1,1,0,0,3,0,6,3,85,78000,248000
31May2018 0:00:00,00000000778082,0,0,1,0,1,6,0,5,4,29,74000,124000
31Jan2019 0:00:00,00000000635476,0,1,0,0,1,1,1,6,3,44,37000,43000
31Dec2018 0:00:00,00000000890852,1,1,0,1,1,5,2,5,1,28,116000,136000
30Sep2018 0:00:00,00000000385363,0,1,1,1,1,2,1,3,5,58,38000,38000
31Aug2018 0:00:00,00000000836415,0,1,0,0,0,3,0,6,4,64,71000,139000
31Dec2018 0:00:00,00000000946281,1,0,0,0,0,2,0,6,3,26,95000,156000
28Feb2019 0:00:00,00000000825121,0,0,0,0,0,3,1,5,5,45,14000,208000
30Sep2018 0:00:00,00000000762412,0,1,0,0,0,3,2,6,1,22,53000,53000
30Sep2018 0:00:00,00000000970949,0,0,1,0,0,3,0,1,5,48,73000,232000
